comments,Negative,Neutral,Positive
my sisters name celeste,0.06301484256982803,0.8371403813362122,0.09984484314918518
ooh love taste names im planning kids least yet girl favourites clara tegan nova boy favourites aiden logan elliot,0.0030918382108211517,0.07761914283037186,0.9192890524864197
just baby week ago named beckett logan wanted beckett fox lost battle lol,0.18887849152088165,0.7226955890655518,0.08842594176530838
i agree teen mom ,0.022841421887278557,0.32741236686706543,0.6497461795806885
how name elliana eliana,0.09785626083612442,0.8177709579467773,0.08437272906303406
i quite like matilda rosemary nadine raymond viktor christopher,0.0027318026404827833,0.09365662187337875,0.9036115407943726
omg yes used love moon dreamers sis known one person clue talking bought magical show p favourite whimsy blue green hair,0.0029266690835356712,0.13801689445972443,0.8590564727783203
its okay sometimes even dont like name mikala michaela mikaela mikayla however wanna spell ,0.21360798180103302,0.6560941338539124,0.13029785454273224
my favourite boys names aiden finn jay joe favourite girls names eden evie evelynn rose think ,0.006546327378600836,0.32951250672340393,0.6639412045478821
the name either lucy darla,0.09069874882698059,0.8448073267936707,0.06449396908283234
aww love like lucy younger used dislike name ive grown enjoy short really shortened luc loose,0.01517705712467432,0.07129034399986267,0.9135326147079468
my name kitty,0.10919857025146484,0.6711981296539307,0.2196032851934433
now know name lucy,0.11125495284795761,0.7878174781799316,0.10092759877443314
omg baby holly darcy sounds soo well togerher name summer holly,0.0011163860326632857,0.023234300315380096,0.9756492376327515
im  proudly say moon dreamers one favourite shows,0.0024862627033144236,0.10846348106861115,0.8890502452850342
kitty daughters name ,0.09545738995075226,0.7969363927841187,0.10760623216629028
i laughed way much violent violet ,0.4380809962749481,0.3913978040218353,0.17052112519741058
i know moon dreamers,0.08759933710098267,0.8270074129104614,0.0853932797908783
thumbnail looking like filter instagram see ,0.25325146317481995,0.688631534576416,0.05811700224876404
i love cant wait primark video doesnt happen im sure ever video post amazing ,0.004298637621104717,0.01132610347121954,0.9843752980232239
lacey dakota delilah nice names ,0.010844537988305092,0.24306301772594452,0.7460924386978149
my kitten called luna,0.03230351582169533,0.80369633436203,0.16400009393692017
i l o v e name april dont know ppl would think called baby girl april wasnt born april,0.3498286008834839,0.6008796095848083,0.04929181560873985
peggy middle name,0.0910053551197052,0.7920779585838318,0.11691669374704361
i adore peggy hunter partner decided hunter ever boy id love peggy doesnt like ,0.05054561793804169,0.19056428968906403,0.7588900923728943
what tara think beautiful name even though mine haha ,0.004378513433039188,0.14148877561092377,0.8541327118873596
i reckon called daisy,0.11749660968780518,0.7751813530921936,0.10732206702232361
my favourite name boy girl ren favourite name least favourite names excessive ys cup tea,0.02718769945204258,0.3351385295391083,0.6376737952232361
i new would get trending ,0.03709327429533005,0.6170589327812195,0.34584781527519226
soon said aubrey thought teen mom,0.15133194625377655,0.8124651312828064,0.03620294854044914
that top lovely ,0.007699391804635525,0.07818790525197983,0.9141126275062561
my names violet confirm people call u violent violet,0.5627732276916504,0.41510510444641113,0.0221217330545187
i like name violetta nickname vilu,0.01153500471264124,0.3930274546146393,0.5954374670982361
peggy also grandmas name well nickname short margaret,0.015961309894919395,0.8669440746307373,0.11709462851285934
i loveeed moondreamers d still vhs somewhere ,0.005283698905259371,0.07364097237586975,0.9210753440856934
love tag im going even though havent tagged many names think ,0.016425905749201775,0.44575926661491394,0.5378147959709167
 got excited said daniel dan howell  great grandma aunty pegg like yours,0.0018283830722793937,0.03020401857793331,0.9679676294326782
omg im happy tagged dina tokio,0.0013472321443259716,0.03301210701465607,0.9656406044960022
you didnt miss fooddrink question ,0.17888537049293518,0.7173291444778442,0.10378541052341461
i love aubree shes cute,0.0026076119393110275,0.009561563841998577,0.9878308176994324
 favourite boy girls name top uk names list nboy jamesngirl ilsann  least favourite boy girls name top uk names list  nboy oliverngirl jessicann twins would name gg bb bg ngg delilah viviennenbb atticus emmettngb delilahatticusni dont always think twins need matching names picked names likenn could change name anything would ni wouldnt actually love name maybe louise first instead middle namenn  children gender first names start letter would names nstart atticus autumn ava aldous  boys  girlsnn whats favourite animalinspired name nwrennn whats favourite colourinspired name nvioletnn top  favourite boy names natticus emmett elijahnn top  favourite girl names ndelilah autumn viviennenn favourite celebrity baby name nbowienn ultimate guilty pleasure name ni dont know guilty pleasures maybe persephone kadijahnnn hated baby names nvery common names usuallyvery traditional names john george elizabeth kaitlyn etc nn choose baby name based fooddrinkwhoops missed one ni dont know one based food drink love guess eat lot flowers maybe acacia daisy something like naming child food drink makes think someone child called chicken steak spaghetti somethingnn choose baby name based month naugustnn choose baby name movie nophelia hamlet movie rightnn choose name already familynforrest well partners name blood family probably niamh kieran,0.2942040264606476,0.6283395886421204,0.07745642215013504
when mum types name autocorrects violent gained nickname playing netball yeah,0.574802041053772,0.3966870903968811,0.028510896489024162
i love unusual names called  girls honey blossom petal x,0.004348355811089277,0.04396078363060951,0.9516909122467041
im  ive already decided kids names haha im thinking amelia daniel,0.011689066886901855,0.529626727104187,0.45868417620658875
love much ps wrote  twice well goesn zara charliena beatrice hugonb gg holly harper bg ava ollie bb ollie jaxnstephanie name always give guys dont like bar hahahan holly harper hadley huntern phoenix girln coral girln kane miles ollien autumn lennon avan luna great choice louisen tucker one faves wouldnt use bc association curse word fern dont know fan names a loln pepper girln august guess change question season say autumn n b tanner gone girl g ellie jurassic parkn kayla sister,0.13049724698066711,0.5380878448486328,0.3314148783683777
i chanting zoe zoe zoe zoe tag people,0.1674707531929016,0.7763246893882751,0.056204602122306824
awwww name aubrie son ive always wanted name hunter,0.11747749149799347,0.6937493085861206,0.18877319991588593
the baby called lucy lucie ,0.045378610491752625,0.8036381602287292,0.15098321437835693
i feel like youve perhaps done top us names accident im sure names said havent uk top  lists recent years,0.14953437447547913,0.7834812998771667,0.0669843852519989
my middle name april born first april one midwives suggested middle name parents older siblings insisted happy parents decided go eventually parents discovered real reason keen name loved april oneil teenage mutant ninja turtles ,0.032754089683294296,0.5492352843284607,0.4180106818675995
if youre sticking d names daisy quite good one ,0.005760167725384235,0.14218279719352722,0.8520570397377014
my middle daughters name aubrie im due boy right feb middle name daniel,0.02557966485619545,0.9004986882209778,0.07392165809869766
if two girls wold use names zor louis love names much,0.009534667246043682,0.3407614529132843,0.6497039198875427
im called kitty,0.09925859421491623,0.7736567854881287,0.12708468735218048
chelsea aubrey favourite teen mom well especially cole baby ,0.004327773582190275,0.1706286519765854,0.8250435590744019
that mustard colour tho ps absolutely loved video whenever someone mentions babies names instantly think sims okayyyyy ,0.003981485962867737,0.02803790010511875,0.9679806232452393
but name child miquela could call lil miquela shane dawson anyone,0.03996371105313301,0.9112816452980042,0.04875469580292702
i think louise going call baby lucy listen girls names said top  girls names left lucy everything else lucy one girls names xxx,0.07813612371683121,0.8314254283905029,0.09043840318918228
omg u tagged dina never see anyone mention even though shes amazing,0.09109865874052048,0.3832379877567291,0.5256633162498474
hi louise completely irrelevant video needed advice little sister  year older darcy currently bullied school amazing head teacher took nonsense anyone mean since new woman become head teacher dont get wrong shes lovely always lets kids sort experienced anything like darcy btw love video ,0.07010085880756378,0.17347559332847595,0.7564235925674438
when said youre girl twins would called lyla lucy sister literally looked like omg name lyla,0.05425059422850609,0.8053712248802185,0.1403781771659851
love jumper look gorgeous xx,0.0034610743168741465,0.017198903486132622,0.9793399572372437
lose weight,0.04048984497785568,0.7588039636611938,0.20070624351501465
die fatso,0.23278293013572693,0.5998213291168213,0.1673957258462906
oooo names lillibet ,0.08023754507303238,0.8000354766845703,0.11972702294588089
love xoxo,0.00720938527956605,0.099970243871212,0.8928203582763672
i really really love jumper,0.007660544011741877,0.027958497405052185,0.9643809795379639
love love love love you,0.005671752616763115,0.012945501133799553,0.9813826680183411
daniel ,0.1168607547879219,0.690128743648529,0.19301052391529083
your jumper,0.26299554109573364,0.5981881618499756,0.13881626725196838
omg love dina,0.0037473952397704124,0.05253797769546509,0.9437146782875061
and peggy,0.09086785465478897,0.6645998954772949,0.24453219771385193
omg teen mom ,0.1330186426639557,0.7466787099838257,0.1203026995062828
ayyy middle names peggy,0.03463802859187126,0.790027379989624,0.17533455789089203
i loved moondreamers,0.0062993369065225124,0.03393052890896797,0.959770143032074
aaaayyyyy names laci ,0.09458847343921661,0.6874566674232483,0.2179548442363739
name baby daisyyyyy,0.028171788901090622,0.6880916357040405,0.2837364971637726
vagina,0.20665298402309418,0.6196808815002441,0.1736661195755005
my names kitty ,0.0716339498758316,0.7093791365623474,0.21898695826530457
darcy delilah sound adorable together ,0.00200628861784935,0.033997949212789536,0.9639957547187805
loved lousie,0.011476927436888218,0.08037958294153214,0.9081435203552246
the awful name anyone could name child ava,0.9041916131973267,0.08951124548912048,0.00629704724997282
im man united fan anyone cant see hazard best player prem last seasons mad,0.6045199036598206,0.3493441343307495,0.04613596946001053
when christensen speaks better english rooney,0.08612477779388428,0.7320337891578674,0.1818414181470871
always thought david luiz would humour ten year old hes actually quite funny,0.010996313765645027,0.13220594823360443,0.8567977547645569
im man u fan call plastic hazard good man,0.05264028534293175,0.4799715578556061,0.4673881530761719
luiz deserves better shooting tbh scores bangers times,0.19376076757907867,0.6024957895278931,0.20374342799186707
the shot rating defenders actually joke defenders doesnt mean cant shoot,0.41588294506073,0.5376976132392883,0.04641939699649811
how come rio looks tiny next david luiz thought supposed height,0.4815783202648163,0.4905042052268982,0.02791750431060791
rio says one hazard yet like  brothers luiz christensen truly one nclownseverywhere,0.37217962741851807,0.5878004431724548,0.04001985862851143
loved rio eden called fifa taking piss,0.3748098611831665,0.41558387875556946,0.20960621535778046
what davids hair ratingnnn longness  curlnn brazilian  swagnn david  luiz,0.06139622628688812,0.8923166394233704,0.04628714546561241
im subscribing anyone likes comment subscribers comment done know,0.026465872302651405,0.7682576179504395,0.20527654886245728
 physical hazard joke way people get ball fouling hes tall physically imposing player doesnt get pushed ball easily,0.23801982402801514,0.6476261615753174,0.11435400694608688
come prem teams champions league show play like premiership come on,0.10618654638528824,0.7107017636299133,0.18311169743537903
the thing slows david luis afrokeep afro david luis ,0.0755377933382988,0.8254400491714478,0.09902214258909225
i love close hazard luiz are,0.005949022714048624,0.061457619071006775,0.9325933456420898
i want pls show ronaldo wana see first hears number one rated player fifa lol,0.026505937799811363,0.6317957043647766,0.34169837832450867
im sure hazard already googled his,0.14085042476654053,0.7870500683784485,0.07209943234920502
whats music ,0.10341151803731918,0.8046414852142334,0.09194700419902802
ngl love hazard says true man david luiz aha,0.012349411845207214,0.3472413718700409,0.6404091715812683
what ea takenandreas christensen top  fastest players bl last season give  pacenat least ,0.024201439693570137,0.6920573115348816,0.2837412655353546
pause video  ,0.3928210437297821,0.5622876286506653,0.04489133879542351
in premier league player better individual ability talent eden hazard,0.013700977899134159,0.3850870430469513,0.6012119650840759
one mate,0.20118679106235504,0.59130859375,0.20750458538532257
surprised luiz didnt make stats  nbut christensen good rating quite poor main stats,0.18346761167049408,0.5300959944725037,0.28643640875816345
im gym everyday man lol gold,0.009115219116210938,0.43078023195266724,0.5601045489311218
am one waiting say got marked end,0.18643873929977417,0.7630565762519836,0.05050469934940338
luiz amazing shot especially dead balls fifa drunk,0.033235855400562286,0.18238337337970734,0.7843807935714722
good funny video david luiz really funny eden shooting luiz shooting never seen cx,0.008346639573574066,0.07895827293395996,0.9126951098442078
i know man,0.30083051323890686,0.5109860897064209,0.18818335235118866
damn even luiz knew pace higher lol,0.27118465304374695,0.627019464969635,0.10179588198661804
david luizhazard friends eawh high,0.0323629304766655,0.8279078006744385,0.13972923159599304
lmfaoo eden hazard dont even care hes lazy comes defending,0.6929136514663696,0.273054301738739,0.03403204679489136
luiz shooting least,0.1759420484304428,0.6254448294639587,0.19861310720443726
ive go training every friday,0.020989909768104553,0.9153676629066467,0.06364239752292633
as chelsea fan want chelsea looks like best club play nice players staff great team championeeee,0.002771492348983884,0.031335342675447464,0.9658931493759155
you go gym everyday died ,0.21604089438915253,0.6671067476272583,0.11685239523649216
christensen get fat become super defender age ,0.3246707022190094,0.6009318828582764,0.0743974894285202
it would cool next du ballon dor every year every september live players top clubs europenfifa stats rate card,0.011390609666705132,0.3529415428638458,0.6356678009033203
i nvr knew rio u tube channel subscribed ,0.3108099400997162,0.6423884034156799,0.04680158197879791
rio please david luiz hazard signed fifa card,0.0239627156406641,0.8172597289085388,0.15877750515937805
i thought eden  ,0.1817774474620819,0.7505218386650085,0.06770070642232895
rio ferdinand youtube channel,0.050378989428281784,0.8771520853042603,0.07246898859739304
is really accurate,0.016636550426483154,0.24281081557273865,0.7405526638031006
control bit image generation pepper lower european,0.27195191383361816,0.6998540759086609,0.028194058686494827
this shows something ea always box players based position david luiz  shooting christensen  passing,0.15925589203834534,0.7938249111175537,0.046919241547584534
  im strong lol eden hazard,0.007922075688838959,0.1715591698884964,0.8205187320709229
see even footballers say rating wrong,0.6904727816581726,0.2967437207698822,0.012783508747816086
ea dont know rate players,0.3923220932483673,0.5713436603546143,0.03633420169353485
only  physical hazard fifa bullshit,0.877282440662384,0.11299577355384827,0.009721755050122738
hahaha luiz good lad good vibe him,0.0031486395746469498,0.048495516180992126,0.9483559131622314
so happy bought david luiz back life team,0.0013104892568662763,0.015232213772833347,0.9834573268890381
i know yall see guy rios red bottoms,0.1261148601770401,0.794159471988678,0.07972563058137894
would die signed hazard card ,0.5541337728500366,0.40674832463264465,0.03911789879202843
you giveaway signed fut cards also give me,0.010903500951826572,0.6584014296531677,0.33069515228271484
is way could competition win cards,0.07126710563898087,0.813645601272583,0.11508733779191971
id watch ratings reveal every team even huddlesfield lot fun,0.006757913623005152,0.12443015724420547,0.868811845779419
y didnt u go old trafford,0.1893763244152069,0.7606990933418274,0.0499245822429657
even ea doesnt want amp hazards physical cause hes forward shouldnt less ,0.3454374670982361,0.6026515960693359,0.051910992711782455
that physical christensen joke,0.20839832723140717,0.7219929695129395,0.06960871070623398
missing gladbach andreas good luck future chelsea ,0.013715814799070358,0.23904100060462952,0.7472431659698486
first time see vid w hazard talking stuff seems like chill dude haha,0.004390859045088291,0.20902422070503235,0.7865849137306213
the thing overall david luiz  doesnt even one stat  fifa overalls make zero sense,0.8589112162590027,0.1276797205209732,0.013409011997282505
i get wanting put centre back higher stats balancing purposes david luiz stats much better cristensen mean played dm gladbach times good passing,0.01441650465130806,0.21217799186706543,0.7734054923057556
david luis way better shooting,0.039854589849710464,0.43693989515304565,0.5232054591178894
david luizs stats bullshit im united fan,0.7448811531066895,0.23078054189682007,0.02433827705681324
httpsyoutubedxkrjtefqu,0.1852600872516632,0.725041925907135,0.0896979570388794
dont lie dont lie,0.4803982079029083,0.47795283794403076,0.04164894297719002
nooooo  gym everyday lol,0.015491132624447346,0.45301055908203125,0.5314983129501343
 physical cb trash,0.8943553566932678,0.09193425625562668,0.013710374012589455
hazard overrated,0.8815767168998718,0.10086972266435623,0.017553534358739853
rio ferdinand man u legend whit chelsea video,0.04550294950604439,0.65187668800354,0.3026203513145447
hazard always seems moody,0.6375072002410889,0.3389672636985779,0.023525577038526535
wow christensen,0.040548477321863174,0.7293650507926941,0.23008649051189423
bro couldnt united,0.723244309425354,0.25612154603004456,0.020634202286601067
