comment,negative,neutral,positive
case college student mostly use note taking studies fact carry entire notes every semester tablet really convenient mentioned classes get useless gadget bag anyhow student tablet stylus banger stuff,0.051527317613363266,0.4841037690639496,0.46436890959739685
wouldnt mind getting tablet could function extra screen laptop without breaking company rules ie software screen extension etc button toggle mux switch video usb c even mini hdmi would probably suffice maybe low power state upon boot allows choose self powered secondary screen device charging booting android os general tablets lack fluid complimentary utility networking capabilities storage consistent way directly share laptop better utilize resources yes apps theyre cohesive issues also tablets need battery wouldnt mind going whr even able reverse charge watts definitely would help business trips meetings dont always consistent access power source dont get airlines starlink business class passengers ac outlets even watt usbc charging even seats,0.1462697982788086,0.5428677201271057,0.31086254119873047
galaxy tab s ultra use often great device got keyboard case would mainly respond emails need fill form online example times use watch youtube content havent done recently connect ps controller play games remotely another room wife hogs tv probably use times week moment,0.01577218994498253,0.34002456068992615,0.644203245639801
would buy donald trumps trump phone review,0.1631411910057068,0.741542398929596,0.09531641006469727
dont even use phone home ipad,0.5882071852684021,0.3778153359889984,0.03397746384143829
mini tablet better,0.04502144455909729,0.45314428210258484,0.5018342137336731
reading criteria provoke one quite congested read phone laptop pc good realestate reader wont comfortable especially pleasure reading media consuming device multiple days travel vacation home automation shared family device also used landline numberif miss calling home one device stays home acts residence contact scenarios best old young people home,0.3542819321155548,0.5164911150932312,0.12922698259353638
notes meetings,0.15786249935626984,0.7258386015892029,0.11629892140626907
ipados game changer tablets sell ton base sale ipad vast majority people want macbook cheap typing ipad mini use place iphone time really replace phone phone app comes september get iphone fold next year,0.0375661663711071,0.5420952439308167,0.42033860087394714
use ipad pro proffensional brawl stars,0.034146666526794434,0.8654482364654541,0.10040520131587982
worth buying oneplus pad samsung tab s,0.0077962568029761314,0.589002788066864,0.4032009541988373
playing modern band u kinda need ipad notes stuff also sound guy thankful mobile ear mix,0.04829857498407364,0.8683483600616455,0.08335307240486145
sitting pop notification nothing review cant wait,0.028787819668650627,0.14847764372825623,0.822734534740448
ipad teach chemistry remotely alongside screen annotate write equations maths formulas etc quickly easily another screen mark scheme referral notes save one note revisit later used folding microsoft laptop clunky dual use didnt rate still needed dual screen one writable,0.04809050261974335,0.6836955547332764,0.2682138979434967
tablet problem android tablet problem,0.49973157048225403,0.4595825970172882,0.040685806423425674
mostly using ipad media consumption official native apps youtube netflix hotstar etc provide significantly better user experience compared say safari mac,0.009715918451547623,0.12896022200584412,0.861323893070221
planning get one probably use gaming editing photos videos watching web series occasional video calls online shopping,0.013089438900351524,0.8610751628875732,0.1258353590965271
brought ipad air aft years launch m air note taking really good investment job saves lot time would wish better battery life tho dont care included w charger alongside utility device point,0.010691472329199314,0.13342921435832977,0.8558792471885681
tablet using work netflix spotify stuff pretty convenient thin light,0.0017540974076837301,0.09112954884767532,0.9071162939071655
computer engineer need read tons text book every day work home ipad perfect reading taking time read tablet feels much natural computer basically pen brings every use scenario tables without pretty useless perspective,0.06782644242048264,0.4676242768764496,0.4645492732524872
procreate comics travel,0.04230004549026489,0.8045702576637268,0.1531296670436859
reading music scores playing boardgames evernote watching videos treadmill stationary bike gym used lot apps adsfree paytounlock mostly history days apps dont exist anymore even claim still run kind data mining background,0.3743121325969696,0.5436957478523254,0.08199210464954376
live georgia country dont tv watch georgian programs watch tv shows movies phone naturally want get tablet watch stuff worried amoled lcd either perfectly fine im technosnob plus sound would lot better tablet im hopefully buying honor x tablet month dont believe spending much money highest ill spend phone im looking spend tablet,0.0521358959376812,0.26975375413894653,0.6781104207038879
ipads photography company use capture one infinity photo process photos go shoot lot outside portraits could quickly make small edits send images clients minutes laptops dont cellular service available ipad fills gap also flight use ipad couldnt use laptop part pack use ipad camera set easily could also use ipads monitor video production projects versatile product ios horizon may replace need laptop general apps use editing ie davanci resolve capture one infinity photo ipad ready really dont need laptop anymore,0.048472270369529724,0.45822906494140625,0.4932986795902252
huge rise need tablets musicians ipads absolutely dominated market need almost musicians use ipads mostly two particular reasons confortable pen usage must marking sheet music tablet ratio pdfs domination sad way better tablets way cheaper lot dont pencils ones buy designed suck comfortable use wish tablets pencils comfortable size ratio pdf reading samsung tablets tend either big small,0.24514947831630707,0.5144253373146057,0.2404252290725708
used inch ipad pro shower tv sonos roam speaker,0.013792564161121845,0.8023030757904053,0.18390439450740814
used watch movies animes mi pad tablet sitting corner collecting dust since got desktop,0.20281285047531128,0.732025682926178,0.06516147404909134
still tab s ultra still amazing got bit slower admittedly software annoyances especially since one ui overall glad got media machine,0.021899515762925148,0.1350347399711609,0.8430657386779785
golf simulator app,0.10167254507541656,0.7893000841140747,0.10902739316225052
architect tabletsipad stylus help us draw faster site theres anything change need explain worker use surveying building easier tablet paper,0.009225094690918922,0.3738959729671478,0.6168789863586426
tablet part ones gear fits active lifestyle requires portable electronic companion want produce show something important thats big phone screen left laptop car,0.011724958196282387,0.36573368310928345,0.6225413680076599
college student also got ipad notes think demographic much larger guys may think rapidly growing tell worked universitys tech help desk student ipads coming every day,0.0036848934832960367,0.271037220954895,0.7252779006958008
ipade,0.20068056881427765,0.583795428276062,0.21552394330501556
think everything world always problems lol,0.6236156225204468,0.33407479524612427,0.042309556156396866
make lot handwritten notes well diagrams engineering drawings tablet doesnt really good styalis seems pointless,0.8003396391868591,0.1836475133895874,0.016012847423553467
please poco f review,0.12093973904848099,0.7456589341163635,0.1334012895822525
tab s basically mini chromebook notes google docs google sheets etc easy take go work great media go lounging home since work im rather light nice bother proper laptop,0.007596200797706842,0.08459702134132385,0.9078068137168884
use tablet literally everything reading gaming etc phone small,0.05967950075864792,0.7558674812316895,0.1844531148672104
im pilot aviation apps use religiously airplane unfortunately made ios used apple person switched android phone around time iphone would never consider going back however forced use ipads still job since away home lot tablet hotel room allows sorta computer stuff need also often keeps pulling firestick etc watch videos etc really wish could ditch ipads android tablet numbers arent app devs spend time money platforms get older eyes keep needing reading glasses phone kinda last resort web browsing general use need would almost always rather use tablet screen size,0.4403080940246582,0.46793174743652344,0.09176012128591537
hi ive using tablets fairly decent chunk life id say isnt much dont use compared phone laptop im student find carrying tablet around whole lot convenient bringing laptop writing notes stylus become main form studying whether class elsewhere using tablet like ereader another feature find convenient big reader dont really like using phone value privacy find tablet place table dont think someone looking screen behind also use tablet leisure like watching shows playing games cant say genshin impact particularly demanding game run full graphics issue im also somewhat artist use tablet trace patterns sewing even make patterns store digitally sum find tablets useful device good mix great features touchscreen phones bigger like laptop,0.0635751411318779,0.42341551184654236,0.5130093693733215
basketball coach use ipad record games draw plays watch film lot sports apps work better tablets larger screen courtside example would app fastdraw,0.007990091107785702,0.3800577223300934,0.6119521260261536
reason ive ipad pro lightroom touchscreen workflow one reason,0.009239360690116882,0.5163108110427856,0.4744498133659363
ipad would use zbrush andor nomad digital sculpting know ipad would also use video editing davinci resolve finally usual suspect would book reading,0.07988374680280685,0.8774020075798035,0.04271424189209938
reading book old lenovo,0.05703013017773628,0.8660646677017212,0.07690511643886566
difference comes tablet android vs apple ipad lot android tabs replace computer ipad cant replace computer remember past needed actual computer task school chromebook need,0.27076447010040283,0.667953610420227,0.06128186732530594
honesty use tablet back phone well charging used take tablet planes long hall flights take rog ally x game,0.01564803719520569,0.731537401676178,0.25281450152397156
run maps apps navigation vehicle offgrid remote phone screen small mostly offline almost nothing else ipad mini,0.02134057879447937,0.7409272789955139,0.23773212730884552
would going use next tablet place laptop tablets gotten powerful looking surface anyway pc need bit mobility therefore tablet perfect,0.0093897869810462,0.1951739490032196,0.7954362630844116
get tablet would mainly use studying teaching purpose preparing notes etc,0.029505591839551926,0.8982561826705933,0.07223816961050034
used m ipad second screen mac software development note taking media consumption,0.03315860033035278,0.9078367948532104,0.059004586189985275
use ipad work im illustrator,0.03771938383579254,0.8104690909385681,0.15181156992912292
would buy use one productivity apps media mostly also use optimized editing apps side hustles,0.013133593834936619,0.6244659423828125,0.36240044236183167
id use one roon audio system nice able control iphone id like dedicated device eventually,0.0079260328784585,0.1986129879951477,0.7934609651565552
ipad next bed using watch youtube sleep,0.04343967139720917,0.8653965592384338,0.09116379171609879
mostly use ipad music stand playing band church note taking like actually write things want convenience notes digital,0.03270119056105614,0.7671898007392883,0.20010904967784882
use real estate sign moviestesting web apps extended desktop macpc,0.027827152982354164,0.7989209890365601,0.17325188219547272
drawing annotation designs product design anything design related video editing even graphic website design ipad going serve full running potential productivity gaming lazy consideration,0.02859230898320675,0.5648389458656311,0.406568706035614
im professional illustrator exclusivity apple pencil procreate procreate dreams reason ipad pro plus ipados exclusive apps magic poser,0.009448714554309845,0.42316678166389465,0.5673844814300537
imac thats sitting box big put drawing desk laptop along iphone didnt like lack flexibility carrying around like ipad write im illustrator little gaming watch videos artwork created also watch movies using photo app reference finances along great logitech case ipad great go phone desktop im still trying bring back closet,0.056487441062927246,0.3067275583744049,0.6367850303649902
ipad mini want use streaming media stuff end lending son brother using ipad want play roblox,0.033208779990673065,0.8611336946487427,0.10565760731697083
would buy tablet could mirror laptop screen im software engineer im reluctant buy portable second screen since use get,0.20860736072063446,0.7239181399345398,0.06747446954250336
regular gaming pc use things would love good tablet replace laptop laptop convertible heavy hands would use tablet web browsing youtube movies music checking email playing games unfortunetly lot software optimized tablets money tight right cant really afford,0.07202640175819397,0.28792092204093933,0.6400527358055115
im using galaxy tab s ultra video production video editing samsung eco system allows fully control android devices use control camera settings s ultra remotly free aditing little bit harder thank god capcut luma fusion android processor tablet render k video like peace cake multitasking samsung dex makes really good alternative instead laptop conclusion already able replace computers android tablets yeah still waiting professional apps creators like davinci effects hope someday well see ps thing really wish tablet sim card slot,0.020782995969057083,0.18124131858348846,0.7979757189750671
tablet generally playing youtube spotify also use ereader,0.009675783105194569,0.8372710943222046,0.15305308997631073
use ipad synthesizer apps,0.05469579994678497,0.7811463475227356,0.16415780782699585
art procreate vs world,0.13456954061985016,0.7387383580207825,0.12669207155704498
media consumption,0.2651748061180115,0.6728584170341492,0.06196676194667816
procreate,0.17075511813163757,0.6466505527496338,0.18259431421756744
use tablet tattoo artist watching series videos really want ipad currently lenovo tab p upgrading bit,0.029880311340093613,0.7388938069343567,0.2312258780002594
samsung galaxy s ultra basically use notetaking youtube netflix day day resarch work cause battery life good,0.0038260563742369413,0.09906464070081711,0.8971092700958252
feel like best option someone whos alot desktop phone tablet reason need something phone cant desktop youd tablet could theoretically buy laptop instead yes could desktop laptop also yes think ultimately usecase tablet depends already laptop desktop,0.020673973485827446,0.35731685161590576,0.6220092177391052
artists students people move lot need computer capabilities without fit whole computer bag time basically notebook media center sketchbook one flat screen thats way convenient laptop lounging working anywhere thinking watching media reductive imo always bag always sketch d model write notes keep place something takes space notebook would see tablet since ive one honestly also laptops get warm knees youre using annoying want something handle minimum stuff way expensive tablet way less space efficient,0.28128811717033386,0.5613169074058533,0.15739500522613525
hi fullon apple user ipad iphone imac macbook get also artist use ipad drawing procreate way literally thing use nothing else well kind useless things use adobe applications creative programs options ipad use ipad get way better intuitive experience applications programs computers ipad least good im time waste drawing instance ive ipads first ipad pro rd th gen pros one thing thats huge negative battery life reason upgraded rd gen thought finally reached crappy battery level territory turns ipads garbage battery life running applications like procreate really really wish apple start making ipads cater creative community like wacom xp pen inch xp pen graphic tablet awesome one graphic tablet matched pen screen accuracy like ipads yes ive used xppen wacom graphic tablets want badly ipad massive screen works like ipad also turned additional monitor also function computers creative applications know already kind janky honest,0.3214973211288452,0.4533631205558777,0.2251395285129547
im graphic designer tablet really useful think tablets useful graphic designers days,0.0027147463988512754,0.09359434992074966,0.9036908745765686
use tablet samsung s fe read watch want bigger screen compared phone main productivity still laptop,0.031700436025857925,0.6000143885612488,0.3682851195335388
dont tablet im thinking buying one im learning piano im dev m max iphone im obviously thinking ipad ive also wanted get drawing hobby think tablet would help,0.0473182387650013,0.5784271359443665,0.37425461411476135
used tablet cheaper alternative ebook readers cheap redmi tablet,0.01194265391677618,0.5843577980995178,0.40369951725006104
galaxy tab wish bought powerful full featured tablet however still use things find bible app easier use especially pull two translations different verses time side side comparison helps studying read outside definitely function either phone laptop soon replace,0.008711440488696098,0.18670466542243958,0.8045839071273804
find important reading use read,0.027339499443769455,0.4399223029613495,0.5327381491661072
ipad minireading books travel use mostly flight entertainment church stuff mostly reading right size videos watch class setting games apps like duolingo im trying get writing drawing im ipad proall work related stuff dont want carry mac around love meetings note taking planning sessions apps yes watching videos like one help accomplish one life long goals elimanting paper life,0.03278851509094238,0.2833596467971802,0.6838518381118774
finishing pa school used ipadapple pencil basically exclusively studying powerpointsmy notes downloaded onto yay less printingpaper reading libby definitely thought id use significantly keeping school good distraction wise im done ill likely sell buy ereader dont really see using anything specific macbook phone basically thoughts,0.035235997289419174,0.3359937369823456,0.6287702322006226
use tablet streaming multimedia well know preparing documents large screen help us writing word documents preparing presentation tablet basically samsung s fe tab really amazing,0.00312036438845098,0.07361800968647003,0.9232615828514099
tablet would nice read comics books maybe drawing,0.0018128925003111362,0.09338947385549545,0.9047976732254028
phone odd one tablet main device mac studio used watch reason phone phone calls fits pocket larger screen wins,0.014861253090202808,0.6519679427146912,0.3331708014011383
editing photos media personal use journal calendar reminder need good pen great case keyboard thats personally need able see colors,0.009642224758863449,0.25487205386161804,0.7354857325553894
open ai jony ive making tablet happily eat pc market ipad market making great tablet simply adding features apple wont bit like releasing chat gpt made google move forward llms despite wanting cannibalise search,0.01633215695619583,0.15760543942451477,0.8260624408721924
things use tablet secondary display im office second monitor laptop using superdisplay laptop backup dedicated work device laptop dies im client studyingreading training want catch news prefer tablet whilst comfortable study reading position media movies youtube games though public speaking laptops cumbersome move around prefer tablet giving public speech much convenient notetaking competitors since caught samsungs pen tech far ahead preferred notetaking tablet also able use s pen tablet phone seemingly little thing really big deal im notetaking,0.03272399678826332,0.4020923972129822,0.5651836395263672
use th generation ipad mini browse watch twitter watch youtube buying ipad rarely use youtube mobile device,0.05193090811371803,0.8239171504974365,0.12415190786123276
study,0.27725017070770264,0.5762730240821838,0.14647676050662994
yet find android tablet better ipad seem loaded much bloat software take forever start one yet lasts full day,0.08320606499910355,0.335451602935791,0.581342339515686
days late video really made think always feel need ipad im rd ipad ipad th gen ipad pro ipad air m ive used constantly years commonly ive used note taking college professionally video consumption light word processingemailing bible reading theyre phenomenal taking planes especially sharing audio another airpods user theyre great im cooking want watch something dont clear view tv theyre far wellsupported device note taking overall always find something comfortable ipad vs iphone theyre great portable media devices plus hold value exceptionally well really helpful im ready upgrade,0.0035740339662879705,0.02398744784295559,0.9724385738372803
galaxy z fold replaced ipad thing ipadstablets best note taking college artists cheaper good laptop,0.014334401115775108,0.26422393321990967,0.7214416265487671
use ipad teaching far convenient device use,0.006155178416520357,0.40816617012023926,0.5856786966323853
big tablet works great sheet music nice library music smaller package dont want print use paperink yeah guess thats single use example lol,0.011356801725924015,0.08052000403404236,0.9081231951713562
mainly use old ipad doodling journaling notes used college random stuff side pc time thats havent found need need upgrade old ipad pro model believe still works fine use want upgrade since older model point low memory space mseries chipset best refresh rate comparison newer models even nonpro models higher refresh camera mine works theres need update moment,0.028812414035201073,0.2959979474544525,0.6751896142959595
use tablet primary entertainment device traveling use laptop work paying bills things like ipad fun stuff also enjoy gaming like like play civilization bunch board games app versions much lighter easier use comfy couch bed airplane seat,0.0029021005611866713,0.065336674451828,0.9317612051963806
use church small enough carry around large enough show scripture videos class,0.021560141816735268,0.7691516876220703,0.20928816497325897
apple ever,0.24866783618927002,0.4946327805519104,0.25669941306114197
ips screen washed colors dark scenes lol,0.12377672642469406,0.754796028137207,0.12142728269100189
mainly use tablet taking notes media creation lately hard find computers affordable price light thin enought,0.11320561915636063,0.6963701248168945,0.19042427837848663
enjoy reading content consumption ipad pro m lot iphone extremely useful sidecar need second monitor go especially coding extending periods time also lightest notebook could possibly subjects fit goodnotes problem dont add extra weight bag take another semester classes notebooks right easily accessible overall macbook workhorse go m pro mac mini desktop iphone apple watch everyday around town airpods promax depending feel ipad notes meetings reading content really anything want feel comfortable prefer use ipad easier lay around ipad macbook,0.007291840855032206,0.08252992480993271,0.9101781845092773
school absolutely important device rarely use,0.15224096179008484,0.5375833511352539,0.31017571687698364
use google pixel tablet speaker dock kitchen tv dont regular tv kitchen dining room use want watch content eating,0.12596726417541504,0.774009108543396,0.10002368688583374
reading youtube,0.13696306943893433,0.7877011299133301,0.07533580809831619
android tablets samsung,0.04346300661563873,0.7877086997032166,0.16882821917533875
use ipad mini draw animate train bus super handy youre nose niche,0.002178128343075514,0.06978192925453186,0.9280399680137634
days without new video come marques,0.1366015523672104,0.81354159116745,0.04985687509179115
see doesnt know use tablet,0.4513225257396698,0.5253493189811707,0.023328186944127083
artists word apart many apps great,0.007003363687545061,0.15342694520950317,0.8395697474479675
im watching ipad,0.06207599118351936,0.7892575263977051,0.14866656064987183
use tablet youtube crunchyroll netflix video whats app calls ya galaxy tab plus way powered use got phone screen small found tv bright turn light grumpy grandparents,0.10187534242868423,0.6315519213676453,0.2665727734565735
use samsung tab s everythingdex underrated function work leisure et still great years,0.013655670918524265,0.13862302899360657,0.84772127866745
using ipad pro extensive periods time work involves working apps like o python dev something cannot ipad eg vscode advanced powerpoint stuff use tailscale remote desktop windows pc worked fine done lite portable device also use consume content o apps dev ides joke ipados shame,0.12121903896331787,0.5424610376358032,0.3363198935985565
ipad lost way apple greed sell ipad macbook let share moy thoughts apple lineup ipad classic ipan mini ipads available steve jobs defined category ipad air whatever called luxury item advanced display sound etc thats enough move notebook category macbook air entry level notebook price preferably replacement product ipad pro include mx device touch screen magc keyboard stylus running macos expensive option mac user ipad pro anyway finally macbook pro tockscreen well case os us want versatile notebook really stupid workardounds like stage manager macbook pro benefit touch stylus needed ipad remains supposed beginning,0.27909043431282043,0.5763932466506958,0.14451627433300018
wrong many people use tablets,0.33769139647483826,0.62586510181427,0.03644357994198799
need device phone computer anytime leave house tablet becomes hero day use performances runs mixing board offers feature phone provides bluetooth speakers eqing playing music internet connections necessary many reasons performing project meetings note book art projects artbookcanvas beats computer laptop phone size portability dont need something cant like idea things convenience cant without,0.08391764760017395,0.6067124009132385,0.3093699812889099
wife uses tablet gaming drawing video calls use tablet gaming watching videos school second screen pc,0.02273888699710369,0.8880674839019775,0.08919362723827362
boom hit nail right head ive ipad pro ever since came finally realized couple years ago dont use anything expensive takes room adds weight backpack almost never pull,0.017507487908005714,0.2010648399591446,0.7814276814460754
use ipads run foreflight ga flying foreflight runs ipad bummer locked buying overpriced ipad better less expensive android tablets available another reason wont get sucked apple ecosystem option want continue use foreflight,0.17101721465587616,0.4292463958263397,0.39973631501197815
ive ipad form since first one came use primarily content consumption browsing also specific role use personal device work like corporate workers managed work computer ever use work stuff dont anything isnt workrelated use ipad everything nonwork related working setup works pretty well,0.013189633376896381,0.1325148493051529,0.854295551776886
use read music sheet via page turn app turns pages facial smirk works beautifully battery killer new tablet might solve problem,0.01575387455523014,0.14788708090782166,0.8363590240478516
school ipad district gives students horrible instead bought laptop havent used ipad like months im typing prol try find cause dont feel like coughing pay,0.9340760111808777,0.06171548739075661,0.0042084879241883755
people prefer phone tablet home,0.15196989476680756,0.7228882908821106,0.125141903758049
literally cant live without galaxy tab use primary computer year year better experience importantly notebook books uni id say around classmates got samsung tablets even though iphones cause galaxy tab perfect uni,0.01888696849346161,0.12892025709152222,0.852192759513855
medico student s ultra useful druggist nodes understanding videos multitasking,0.013571378774940968,0.6649470925331116,0.32148149609565735
hi marcus ipad nothing phone user would like point ipads best options people like technical research doctoral studies easiness note apps reference managers like endnote zotero mendeley makes brainer ipad along phone laptop,0.03841353952884674,0.531586766242981,0.4299997389316559
look side laptop cant ipad im retired use ipad every day android tablet would fine well web browsing shopping reading news email texting listening music ipad works well fact even recent model ipad laptop gets used things like scanning editing documentsphotos word processing andbacking ipad iphone,0.015332406386733055,0.18257851898670197,0.8020890951156616
rd monitor computer conveniently trackpad stuff notetaking meetings thankfully buy ipad company provided,0.008793264627456665,0.4162488877773285,0.5749578475952148
typically use tablet stream media study nursing student tablets handy us able take notes write stylus pen without bringing something bulky laptop,0.008275626227259636,0.423385888338089,0.5683385133743286
want play something go id use phone get steam deck want play something home id use game console desktop wanted watch movie bed id use phone already pretty big oled screen im watching something bed id use nice tv wanted read id go hard copy ereader won tablet competition back high school years ago drew couple minutes put drawer completely forgot tablets dont make anything convienent higher quality get things already specialized devices would consider buying first,0.1388569176197052,0.5392364263534546,0.3219066560268402
medicine student iam using take notes reading books watching lecture movies etc yes ofcourse u pc mobile phone easy carry u literally read books even bed big screen also saves lot money used read books afford feel like reading real book tab siting chair staring screen,0.014559706673026085,0.28914526104927063,0.6962950229644775
amazing intro like,0.013685815967619419,0.1558956503868103,0.8304185271263123
bought xiaomi mi pad s pro definitely mouthful model use work ecommerce,0.006209818180650473,0.556799054145813,0.4369911253452301
hey terms uses think great tablet student recommended pad friend really likes pretty powerful easy multitask battery good lite doesnt take much space use would replacement laptop since dont need much power,0.008041691035032272,0.06891725212335587,0.923041045665741
center usb c oneplus,0.023516790941357613,0.8133715391159058,0.1631115972995758
pls get iphone mom cant afford,0.6433798670768738,0.31089815497398376,0.04572194814682007
converted tablet car screen like older cars also love tech connecting tablet phones hotspot using fm transmitter gives car modern feel,0.004390336107462645,0.11755794286727905,0.8780517578125
ill tell tablets well computers smartphones cant properly yes population small resident doctors rounds take instructions attending doctors etc incredibly helpful tablet write rounds orders galaxy susu wont cut chance plus residents books pdfs tablet go research articles make presentations extent make thesis well borderline complete package except im completely inside apple ecosystem system causing problems also others pitch use ms office ipad pro m im finding lot difficulty finding options available windows use m ipad pro inputs appreciated,0.30473580956459045,0.5031244158744812,0.19213974475860596
marques first techno philosopher history,0.05668703466653824,0.8716076016426086,0.07170528918504715
pixel tablet use youtube bed thats,0.04987445846199989,0.8240153193473816,0.1261102259159088
love tablet power gaming editing videos big display drawing media multitasking take notes easely eamsung notes use second monitor pc,0.005369836930185556,0.1442653387784958,0.8503648638725281
notetaking watching videos flight,0.22804664075374603,0.7245485782623291,0.04740479961037636
get one plus pad sucks go dead pixel box customer service taking piss,0.9805479049682617,0.01672821119427681,0.0027238621842116117
ngl barely use ipad use media purposes,0.30131959915161133,0.6548429131507874,0.04383749142289162
ipad top use cases drawing procreate animating procreate dreams video editing lumafusion photo editing photomator learning goodnotes much would definitely leave iphone ipad gets better camera system gets better speakers gets better display,0.010596342384815216,0.12353944778442383,0.8658642768859863
enjoy tablet uni work study media music hub guests ill full screen yt music video office applications light gaming,0.003184716450050473,0.16808854043483734,0.8287267684936523
planning get tablet going use dd music jamming sessions see useful watching videos taking notes etc,0.0032989135943353176,0.32473278045654297,0.6719683408737183
watching netflix bike gym bed sheet music digital piano,0.008988982997834682,0.7801513075828552,0.2108597606420517
read pdf books,0.09435078501701355,0.7952856421470642,0.11036353558301926
currently use s tabe kid cam monitor older cars near make tablets radionavigation,0.01782938651740551,0.9203265309333801,0.061844006180763245
hello anyone france,0.02932729199528694,0.778331995010376,0.1923406422138214
consultant use tablet document review wacth movie play coc thats,0.05623739957809448,0.9022430181503296,0.04151960089802742
wall panel dashboard,0.13396456837654114,0.7563415765762329,0.10969384014606476
gifted ipad never use clue put big clunky practical use going buy device would much rather put towards newer phone see ipads tablets expensive toy hmm im saying,0.4193263649940491,0.5029363632202148,0.07773727178573608
ipad m chip im online teacher online classes using ipad amazing thing recommend everybody business anywhere around world use editing ppts pdf canva goes long way perfect device frankly dont need iphone thats point want able receive phone calls text messages without need iphone thats apple needs everybody use ipad main device would keep laptop hands time phone needed ipad primary device mostly talk people text messaging apps andor wifi calls headsets like airpods course taking phone call still easy ipad wanted stand alone dont want requirement iphone pocket receive phone calls ipad thats apple needs happiest guy world,0.010123291984200478,0.11218862235546112,0.8776881694793701
dont one considered getting one im beginning lots public speaking also preach requires something hand phone small kind looks inappropriate laptop big need something laptop phone also travel vacation find laptops serious carry phone inadequate incase need get work done started seriously consider getting tablet budget limit suggestions appreciated,0.4009033143520355,0.5186015367507935,0.08049510419368744
promised would never buy another ipad ability receive phone calls text messages without need iphone nearby actually use ipad primary phone somewhat computer device otherwise makes perfect point device literally turns useless device becomes dusted corner house,0.4118961691856384,0.44165876507759094,0.14644503593444824
additional monitor travelling portable device working site,0.026109613478183746,0.9034349918365479,0.07045537233352661
promised would never buy another ipad ability receive phone calls text messages without need iphone nearby actually use ipad primary phone somewhat computer device otherwise makes perfect point device literally turns useless device becomes dusted corner house,0.4118961691856384,0.44165876507759094,0.14644503593444824
dj need lowwattage computer fancy screens needed low power bluetooth wifi device survive thevp power hogging pa,0.2539978325366974,0.6557025909423828,0.0902995616197586
im nigeri get one,0.10040917247533798,0.7577255368232727,0.1418653130531311
things tablet phone absolutely different use case many things like watching movies anime reading manga also reading ebooks studying languages possible phone exclusively android tablet simply different things phone,0.015554333105683327,0.6820868253707886,0.30235880613327026
samsung tablet one best things ive ever bought satisfied tablet unique uses might think tablet make things convenient comfortable im bookworm addition physical books consume lot digital ones tablet proved best option better phones ereaders computers tablet almost size weight book books tablet works best drawing doodling using stylus visit japan korea see people everywhere drawing manga see lot people reading manga well tablets tablets work best presentations tablets magic busy daily chores home want watch something time cooking like tablet next playing favorite tv show listening podcasts especially incredible sound system give lot uses tablet wont experience comfortable use phone computer,0.008483716286718845,0.09196554869413376,0.8995506763458252
watching ipad air m,0.026275373995304108,0.7922067046165466,0.18151786923408508
hi loved video tourist guide escort travel many days accompanying tourists country need kind tab present slides presentations pictures bus ride giving speech briefing something also handle content creation social media marketing think kind tab really help edit vids photos itineraries video chat clients take notes,0.008319328539073467,0.23244118690490723,0.7592394948005676
samsung user never bought new tablets use mediatek chip,0.5231022834777832,0.4438880980014801,0.03300962597131729
watch kdramas c donghua use ipad close read subtitles usually bed couch also kitchen prep work music need kickstand dont hold hours time aftermarket props dont work also need stub pencil like clicks scrolling comments ones large expensive advanced something basic dont meke thin small throwaways make hold apple,0.3214544951915741,0.6187829375267029,0.05976257100701332
screenwatchingnotetakingnetflixyoutubesongs,0.14428897202014923,0.776832640171051,0.07887838035821915
marques would argue viewing much tech nerd standpoint huge group people actually dont want give computer think grandma family simply overwhelmed options computer hardly brick tablet deleting system files computer give tablet keyboard case thats really need could give chromebook sometimes limited also admin midsized company production personnel frontline workers people work events much appreciate tablet way fullsized laptop,0.33653753995895386,0.5655844211578369,0.09787802398204803
still use yo microsoft surface pro take notes college purpose using onenote dont need tablet anything else,0.02146601676940918,0.6805866360664368,0.29794734716415405
tablet vs laptop much functionality choice based mostly form factor battery life,0.040422771126031876,0.7335416078567505,0.22603563964366913
use ipad pro everything aaa gaming point use dj gigs use run insurance business quoting servicing policies everywhere g makes life much better take video calls use draw color take notes apple pencil glad games make videos watch videos im even typing comment fully replaced laptop like dont need macbook anymore basically tun pc play games couldnt otherwise played ipad steamdeck fact even use ipad docked monitor pc use ipad big screen,0.03246132656931877,0.20358827710151672,0.7639504075050354
read books digital notepad browse web watch videos chart financial instruments trade basics take video take pictures data collection spread sheets also things would like one,0.016636839136481285,0.7914731502532959,0.19189004600048065
watching content reading content photo editing phone occasional gaming,0.02864103391766548,0.8115636706352234,0.15979529917240143
clash ofc,0.20485246181488037,0.688834547996521,0.10631298273801804
control screen robots,0.30271926522254944,0.6607916951179504,0.03648899123072624
art android tablet might thing need art program pc namely krita open source available ipad im pushing way past end life anyway,0.27758005261421204,0.5992763042449951,0.12314365059137344
act nd monitor act drawing pad pc yes thats gonna reason ill using tablet,0.019268415868282318,0.6089338660240173,0.37179768085479736
watching video netlix want tab wps,0.03132129833102226,0.9152011275291443,0.05347757413983345
forgot add brightness peak good heavy light able take outside like tablet one plus,0.013852017931640148,0.30400151014328003,0.682146430015564
student use m ipad pro studying video editing school projects course know bad final cut pro ipad still manages functional,0.3053104281425476,0.5918223857879639,0.10286718606948853
